year,country,meat_type,unit,quantity
2012,European Union (15 countries),Young cattle,Thousand tonnes,384.1
2012,European Union (15 countries),Young cattle,Thousand head (animals),1751.16
2012,European Union (15 countries),Adult cattle,Thousand tonnes,5914.08
2012,European Union (15 countries),Adult cattle,Thousand head (animals),17643.87
2012,Belgium,Bovine meat,Thousand tonnes,262.28
2012,Belgium,Bovine meat,Thousand head (animals),822.57
2012,Belgium,Calve and young cattley,Thousand tonnes,52.62
2012,Belgium,Calve and young cattley,Thousand head (animals),320.1
2012,Belgium,Calve,Thousand tonnes,49.88
2012,Belgium,Calve,Thousand head (animals),306.65
2012,Belgium,Young cattle,Thousand tonnes,2.73
2012,Belgium,Young cattle,Thousand head (animals),13.45
2012,Belgium,Adult cattle,Thousand tonnes,209.66
2012,Belgium,Adult cattle,Thousand head (animals),502.47
2012,Bulgaria,Bovine meat,Thousand tonnes,5.32
2012,Bulgaria,Bovine meat,Thousand head (animals),25
2012,Bulgaria,Calve and young cattley,Thousand tonnes,0.69
2012,Bulgaria,Calve and young cattley,Thousand head (animals),4.36
2012,Bulgaria,Calve,Thousand tonnes,0.08
2012,Bulgaria,Calve,Thousand head (animals),0.6
2012,Bulgaria,Young cattle,Thousand tonnes,0.61
2012,Bulgaria,Young cattle,Thousand head (animals),3.77
2012,Bulgaria,Adult cattle,Thousand tonnes,4.63
2012,Bulgaria,Adult cattle,Thousand head (animals),20.64
2012,Czech Republic,Bovine meat,Thousand tonnes,65.71
2012,Czech Republic,Bovine meat,Thousand head (animals),227.55
2012,Czech Republic,Calve and young cattley,Thousand tonnes,0.8
2012,Czech Republic,Calve and young cattley,Thousand head (animals),9.62
2012,Czech Republic,Calve,Thousand tonnes,0.47
2012,Czech Republic,Calve,Thousand head (animals),7.4
2012,Czech Republic,Young cattle,Thousand tonnes,0.33
2012,Czech Republic,Young cattle,Thousand head (animals),2.23
2012,Czech Republic,Adult cattle,Thousand tonnes,64.91
2012,Czech Republic,Adult cattle,Thousand head (animals),217.93
2012,Denmark,Bovine meat,Thousand tonnes,125.4
2012,Denmark,Bovine meat,Thousand head (animals),490
2012,Denmark,Calve and young cattley,Thousand tonnes,28.5
2012,Denmark,Calve and young cattley,Thousand head (animals),138.6
2012,Denmark,Calve,Thousand tonnes,0
2012,Denmark,Calve,Thousand head (animals),1.5
2012,Denmark,Young cattle,Thousand tonnes,28.5
2012,Denmark,Young cattle,Thousand head (animals),137.1
2012,Denmark,Adult cattle,Thousand tonnes,96.9
2012,Denmark,Adult cattle,Thousand head (animals),351.4
2012,Germany (until 1990 former territory of the FRG),Bovine meat,Thousand tonnes,1140
2012,Germany (until 1990 former territory of the FRG),Bovine meat,Thousand head (animals),3612
2012,Germany (until 1990 former territory of the FRG),Calve and young cattley,Thousand tonnes,60
2012,Germany (until 1990 former territory of the FRG),Calve and young cattley,Thousand head (animals),404
2012,Germany (until 1990 former territory of the FRG),Calve,Thousand tonnes,48
2012,Germany (until 1990 former territory of the FRG),Calve,Thousand head (animals),338
2012,Germany (until 1990 former territory of the FRG),Young cattle,Thousand tonnes,12
2012,Germany (until 1990 former territory of the FRG),Young cattle,Thousand head (animals),66
2012,Germany (until 1990 former territory of the FRG),Adult cattle,Thousand tonnes,1080
2012,Germany (until 1990 former territory of the FRG),Adult cattle,Thousand head (animals),3208
2012,Estonia,Bovine meat,Thousand tonnes,7.96
2012,Estonia,Bovine meat,Thousand head (animals),34.09
2012,Estonia,Calve and young cattley,Thousand tonnes,0.21
2012,Estonia,Calve and young cattley,Thousand head (animals),2.2
2012,Estonia,Calve,Thousand tonnes,0.06
2012,Estonia,Calve,Thousand head (animals),1.24
2012,Estonia,Young cattle,Thousand tonnes,0.15
2012,Estonia,Young cattle,Thousand head (animals),0.96
2012,Estonia,Adult cattle,Thousand tonnes,7.75
2012,Estonia,Adult cattle,Thousand head (animals),31.89
2012,Ireland,Bovine meat,Thousand tonnes,495.4
2012,Ireland,Bovine meat,Thousand head (animals),1483.76
2012,Ireland,Calve and young cattley,Thousand tonnes,0.81
2012,Ireland,Calve and young cattley,Thousand head (animals),4.48
2012,Ireland,Calve,Thousand tonnes,0.09
2012,Ireland,Calve,Thousand head (animals),0.98
2012,Ireland,Young cattle,Thousand tonnes,0.72
2012,Ireland,Young cattle,Thousand head (animals),3.5
2012,Ireland,Adult cattle,Thousand tonnes,494.6
2012,Ireland,Adult cattle,Thousand head (animals),1479.28
2012,Greece,Bovine meat,Thousand tonnes,56.16
2012,Greece,Bovine meat,Thousand head (animals),239.19
2012,Greece,Calve and young cattley,Thousand tonnes,9.18
2012,Greece,Calve and young cattley,Thousand head (animals),56.2
2012,Greece,Calve,Thousand tonnes,1.82
2012,Greece,Calve,Thousand head (animals),16.97
2012,Greece,Young cattle,Thousand tonnes,7.35
2012,Greece,Young cattle,Thousand head (animals),39.22
2012,Greece,Adult cattle,Thousand tonnes,46.99
2012,Greece,Adult cattle,Thousand head (animals),183
2012,Spain,Bovine meat,Thousand tonnes,591.38
2012,Spain,Bovine meat,Thousand head (animals),2285.92
2012,Spain,Calve and young cattley,Thousand tonnes,249.28
2012,Spain,Calve and young cattley,Thousand head (animals),1083.19
2012,Spain,Calve,Thousand tonnes,20.44
2012,Spain,Calve,Thousand head (animals),119.71
2012,Spain,Young cattle,Thousand tonnes,228.85
2012,Spain,Young cattle,Thousand head (animals),963.48
2012,Spain,Adult cattle,Thousand tonnes,342.1
2012,Spain,Adult cattle,Thousand head (animals),1202.73
2012,France,Bovine meat,Thousand tonnes,1477.17
2012,France,Bovine meat,Thousand head (animals),4889.71
2012,France,Calve and young cattley,Thousand tonnes,216.71
2012,France,Calve and young cattley,Thousand head (animals),1490.7
2012,France,Calve,Thousand tonnes,186.94
2012,France,Calve,Thousand head (animals),1378.5
2012,France,Young cattle,Thousand tonnes,29.78
2012,France,Young cattle,Thousand head (animals),112.2
2012,France,Adult cattle,Thousand tonnes,1260.46
2012,France,Adult cattle,Thousand head (animals),3399.01
2012,Croatia,Bovine meat,Thousand tonnes,46.78
2012,Croatia,Bovine meat,Thousand head (animals),216.6
2012,Croatia,Calve and young cattley,Thousand tonnes,5.88
2012,Croatia,Calve and young cattley,Thousand head (animals),73.9
2012,Croatia,Calve,Thousand tonnes,4.98
2012,Croatia,Calve,Thousand head (animals),68.6
2012,Croatia,Young cattle,Thousand tonnes,0.9
2012,Croatia,Young cattle,Thousand head (animals),5.3
2012,Croatia,Adult cattle,Thousand tonnes,40.9
2012,Croatia,Adult cattle,Thousand head (animals),142.7
2012,Italy,Bovine meat,Thousand tonnes,981.12
2012,Italy,Bovine meat,Thousand head (animals),3528.64
2012,Italy,Calve and young cattley,Thousand tonnes,127.3
2012,Italy,Calve and young cattley,Thousand head (animals),862.24
2012,Italy,Calve,Thousand tonnes,115.09
2012,Italy,Calve,Thousand head (animals),763.21
2012,Italy,Young cattle,Thousand tonnes,12.22
2012,Italy,Young cattle,Thousand head (animals),99.03
2012,Italy,Adult cattle,Thousand tonnes,853.81
2012,Italy,Adult cattle,Thousand head (animals),2666.4
2012,Cyprus,Bovine meat,Thousand tonnes,5.31
2012,Cyprus,Bovine meat,Thousand head (animals),16.71
2012,Cyprus,Calve and young cattley,Thousand tonnes,0.79
2012,Cyprus,Calve and young cattley,Thousand head (animals),3.72
2012,Cyprus,Calve,Thousand tonnes,0.03
2012,Cyprus,Calve,Thousand head (animals),0.21
2012,Cyprus,Young cattle,Thousand tonnes,0.76
2012,Cyprus,Young cattle,Thousand head (animals),3.51
2012,Cyprus,Adult cattle,Thousand tonnes,4.53
2012,Cyprus,Adult cattle,Thousand head (animals),12.99
2012,Latvia,Bovine meat,Thousand tonnes,16.37
2012,Latvia,Bovine meat,Thousand head (animals),82.71
2012,Latvia,Calve and young cattley,Thousand tonnes,1.05
2012,Latvia,Calve and young cattley,Thousand head (animals),12.82
2012,Latvia,Calve,Thousand tonnes,0.4
2012,Latvia,Calve,Thousand head (animals),7.86
2012,Latvia,Young cattle,Thousand tonnes,0.65
2012,Latvia,Young cattle,Thousand head (animals),4.96
2012,Latvia,Adult cattle,Thousand tonnes,15.32
2012,Latvia,Adult cattle,Thousand head (animals),69.89
2012,Lithuania,Bovine meat,Thousand tonnes,39.95
2012,Lithuania,Bovine meat,Thousand head (animals),164.76
2012,Lithuania,Calve and young cattley,Thousand tonnes,0.44
2012,Lithuania,Calve and young cattley,Thousand head (animals),8.1
2012,Lithuania,Calve,Thousand tonnes,0.25
2012,Lithuania,Calve,Thousand head (animals),6.32
2012,Lithuania,Young cattle,Thousand tonnes,0.19
2012,Lithuania,Young cattle,Thousand head (animals),1.78
2012,Lithuania,Adult cattle,Thousand tonnes,39.5
2012,Lithuania,Adult cattle,Thousand head (animals),156.66
2012,Luxembourg,Bovine meat,Thousand tonnes,8.47
2012,Luxembourg,Bovine meat,Thousand head (animals),23.49
2012,Luxembourg,Calve and young cattley,Thousand tonnes,0.18
2012,Luxembourg,Calve and young cattley,Thousand head (animals),1.14
2012,Luxembourg,Calve,Thousand tonnes,0.09
2012,Luxembourg,Calve,Thousand head (animals),0.62
2012,Luxembourg,Young cattle,Thousand tonnes,0.09
2012,Luxembourg,Young cattle,Thousand head (animals),0.52
2012,Luxembourg,Adult cattle,Thousand tonnes,8.29
2012,Luxembourg,Adult cattle,Thousand head (animals),22.34
2012,Hungary,Bovine meat,Thousand tonnes,24.71
2012,Hungary,Bovine meat,Thousand head (animals),94.48
2012,Hungary,Calve and young cattley,Thousand tonnes,0.6
2012,Hungary,Calve and young cattley,Thousand head (animals),4.85
2012,Hungary,Calve,Thousand tonnes,0.16
2012,Hungary,Calve,Thousand head (animals),1.84
2012,Hungary,Young cattle,Thousand tonnes,0.44
2012,Hungary,Young cattle,Thousand head (animals),3.01
2012,Hungary,Adult cattle,Thousand tonnes,24.11
2012,Hungary,Adult cattle,Thousand head (animals),89.62
2012,Malta,Bovine meat,Thousand tonnes,1.11
2012,Malta,Bovine meat,Thousand head (animals),4.08
2012,Malta,Calve and young cattley,Thousand tonnes,0
2012,Malta,Calve and young cattley,Thousand head (animals),0.01
2012,Malta,Calve,Thousand tonnes,0
2012,Malta,Calve,Thousand head (animals),0.01
2012,Malta,Young cattle,Thousand tonnes,0
2012,Malta,Young cattle,Thousand head (animals),0
2012,Malta,Adult cattle,Thousand tonnes,1.11
2012,Malta,Adult cattle,Thousand head (animals),4.08
2012,Netherlands,Bovine meat,Thousand tonnes,373.44
2012,Netherlands,Bovine meat,Thousand head (animals),1933.4
2012,Netherlands,Calve and young cattley,Thousand tonnes,214.59
2012,Netherlands,Calve and young cattley,Thousand head (animals),1422.39
2012,Netherlands,Calve,Thousand tonnes,177.84
2012,Netherlands,Calve,Thousand head (animals),1231.55
2012,Netherlands,Young cattle,Thousand tonnes,36.75
2012,Netherlands,Young cattle,Thousand head (animals),190.85
2012,Netherlands,Adult cattle,Thousand tonnes,158.86
2012,Netherlands,Adult cattle,Thousand head (animals),511
2012,Austria,Bovine meat,Thousand tonnes,221.12
2012,Austria,Bovine meat,Thousand head (animals),679.77
2012,Austria,Calve and young cattley,Thousand tonnes,7.23
2012,Austria,Calve and young cattley,Thousand head (animals),70.1
2012,Austria,Calve,Thousand tonnes,7.23
2012,Austria,Calve,Thousand head (animals),70.1
2012,Austria,Young cattle,Thousand tonnes,0
2012,Austria,Young cattle,Thousand head (animals),0
2012,Austria,Adult cattle,Thousand tonnes,213.89
2012,Austria,Adult cattle,Thousand head (animals),609.67
2012,Poland,Bovine meat,Thousand tonnes,371
2012,Poland,Bovine meat,Thousand head (animals),1456.5
2012,Poland,Calve and young cattley,Thousand tonnes,8.1
2012,Poland,Calve and young cattley,Thousand head (animals),163.4
2012,Poland,Calve,Thousand tonnes,8.1
2012,Poland,Calve,Thousand head (animals),160.8
2012,Poland,Young cattle,Thousand tonnes,0
2012,Poland,Young cattle,Thousand head (animals),2.6
2012,Poland,Adult cattle,Thousand tonnes,362.9
2012,Poland,Adult cattle,Thousand head (animals),1293.1
2012,Portugal,Bovine meat,Thousand tonnes,92.99
2012,Portugal,Bovine meat,Thousand head (animals),408.69
2012,Portugal,Calve and young cattley,Thousand tonnes,24.29
2012,Portugal,Calve and young cattley,Thousand head (animals),151.77
2012,Portugal,Calve,Thousand tonnes,9.81
2012,Portugal,Calve,Thousand head (animals),72.59
2012,Portugal,Young cattle,Thousand tonnes,14.48
2012,Portugal,Young cattle,Thousand head (animals),79.18
2012,Portugal,Adult cattle,Thousand tonnes,68.7
2012,Portugal,Adult cattle,Thousand head (animals),256.93
2012,Romania,Bovine meat,Thousand tonnes,28.82
2012,Romania,Bovine meat,Thousand head (animals),135.88
2012,Romania,Calve and young cattley,Thousand tonnes,6.9
2012,Romania,Calve and young cattley,Thousand head (animals),41.69
2012,Romania,Calve,Thousand tonnes,0.95
2012,Romania,Calve,Thousand head (animals),8.7
2012,Romania,Young cattle,Thousand tonnes,5.95
2012,Romania,Young cattle,Thousand head (animals),32.99
2012,Romania,Adult cattle,Thousand tonnes,21.92
2012,Romania,Adult cattle,Thousand head (animals),94.18
2012,Slovenia,Bovine meat,Thousand tonnes,33.09
2012,Slovenia,Bovine meat,Thousand head (animals),115.71
2012,Slovenia,Calve and young cattley,Thousand tonnes,2.08
2012,Slovenia,Calve and young cattley,Thousand head (animals),20.41
2012,Slovenia,Calve,Thousand tonnes,1.73
2012,Slovenia,Calve,Thousand head (animals),18.19
2012,Slovenia,Young cattle,Thousand tonnes,0.36
2012,Slovenia,Young cattle,Thousand head (animals),2.22
2012,Slovenia,Adult cattle,Thousand tonnes,31
2012,Slovenia,Adult cattle,Thousand head (animals),95.31
2012,Slovakia,Bovine meat,Thousand tonnes,9.76
2012,Slovakia,Bovine meat,Thousand head (animals),36.81
2012,Slovakia,Calve and young cattley,Thousand tonnes,0.09
2012,Slovakia,Calve and young cattley,Thousand head (animals),1.27
2012,Slovakia,Calve,Thousand tonnes,0.06
2012,Slovakia,Calve,Thousand head (animals),0.96
2012,Slovakia,Young cattle,Thousand tonnes,0.03
2012,Slovakia,Young cattle,Thousand head (animals),0.31
2012,Slovakia,Adult cattle,Thousand tonnes,9.67
2012,Slovakia,Adult cattle,Thousand head (animals),35.55
2012,Finland,Bovine meat,Thousand tonnes,80.37
2012,Finland,Bovine meat,Thousand head (animals),264.44
2012,Finland,Calve and young cattley,Thousand tonnes,0.32
2012,Finland,Calve and young cattley,Thousand head (animals),2.49
2012,Finland,Calve,Thousand tonnes,0.06
2012,Finland,Calve,Thousand head (animals),0.83
2012,Finland,Young cattle,Thousand tonnes,0.25
2012,Finland,Young cattle,Thousand head (animals),1.65
2012,Finland,Adult cattle,Thousand tonnes,80.05
2012,Finland,Adult cattle,Thousand head (animals),261.96
2012,Sweden,Bovine meat,Thousand tonnes,135.25
2012,Sweden,Bovine meat,Thousand head (animals),455.33
2012,Sweden,Calve and young cattley,Thousand tonnes,14.44
2012,Sweden,Calve and young cattley,Thousand head (animals),64.49
2012,Sweden,Calve,Thousand tonnes,4.52
2012,Sweden,Calve,Thousand head (animals),29.1
2012,Sweden,Young cattle,Thousand tonnes,9.92
2012,Sweden,Young cattle,Thousand head (animals),35.39
2012,Sweden,Adult cattle,Thousand tonnes,120.82
2012,Sweden,Adult cattle,Thousand head (animals),390.84
2012,United Kingdom,Bovine meat,Thousand tonnes,882.56
2012,United Kingdom,Bovine meat,Thousand head (animals),2672.53
2012,United Kingdom,Calve and young cattley,Thousand tonnes,3.59
2012,United Kingdom,Calve and young cattley,Thousand head (animals),73.69
2012,United Kingdom,Calve,Thousand tonnes,3.13
2012,United Kingdom,Calve,Thousand head (animals),64.11
2012,United Kingdom,Young cattle,Thousand tonnes,0.47
2012,United Kingdom,Young cattle,Thousand head (animals),9.58
2012,United Kingdom,Adult cattle,Thousand tonnes,878.97
2012,United Kingdom,Adult cattle,Thousand head (animals),2598.84
2012,Iceland,Bovine meat,Thousand tonnes,3.9
2012,Iceland,Bovine meat,Thousand head (animals),22
2012,Iceland,Calve and young cattley,Thousand tonnes,0
2012,Iceland,Calve and young cattley,Thousand head (animals),2.9
2012,Iceland,Calve,Thousand tonnes,0
2012,Iceland,Calve,Thousand head (animals),2.9
2012,Iceland,Young cattle,Thousand tonnes,0
2012,Iceland,Young cattle,Thousand head (animals),0
2012,Iceland,Adult cattle,Thousand tonnes,3.9
2012,Iceland,Adult cattle,Thousand head (animals),19.1
2012,Switzerland,Bovine meat,Thousand tonnes,0
2012,Switzerland,Bovine meat,Thousand head (animals),0
2012,Switzerland,Calve and young cattley,Thousand tonnes,0
2012,Switzerland,Calve and young cattley,Thousand head (animals),0
2012,Switzerland,Calve,Thousand tonnes,0
2012,Switzerland,Calve,Thousand head (animals),0
2012,Switzerland,Young cattle,Thousand tonnes,0
2012,Switzerland,Young cattle,Thousand head (animals),0
2012,Switzerland,Adult cattle,Thousand tonnes,0
2012,Switzerland,Adult cattle,Thousand head (animals),0
2012,Montenegro,Bovine meat,Thousand tonnes,0
2012,Montenegro,Bovine meat,Thousand head (animals),0
2012,Montenegro,Calve and young cattley,Thousand tonnes,0
2012,Montenegro,Calve and young cattley,Thousand head (animals),0
