year,country,crop,area
2013,Malta,Clover and mixtures,0
2013,Malta,Green maize,0
2013,Malta,Other cereals harvested green (excluding green maize),0
2013,Malta,Other plants harvested green from arable land n.e.c.,5.29
2013,Malta,Fresh vegetables (including melons) and strawberries,0
2013,Malta,Fresh vegetables (including melons),0
2013,Malta,Brassicas,0
2013,Malta,Cauliflower and broccoli,0
2013,Malta,Brussels sprouts,0
2013,Malta,Cabbages,0
2013,Malta,Other brassicas n.e.c,0
2013,Malta,Kohlrabi,0
2013,Malta,Leafy and stalked vegetables (excluding brassicas),0
2013,Malta,Leeks,0
2013,Malta,Celery,0
2013,Malta,Lettuces,0
2013,Malta,Lettuces - under glass or high accessible cover,0
2013,Malta,Endives,0
2013,Malta,Spinach,0
2013,Malta,Asparagus,0
2013,Malta,Chicory,0
2013,Malta,Chicory for fresh consumption,0
2013,Malta,Chicory for processing,0
2013,Malta,Artichokes,0
2013,Malta,Other leafy or stalked vegetables n.e.c.,0
2013,Malta,Vegetables cultivated for fruit (including melons),0
2013,Malta,Tomatoes,0
2013,Malta,Tomatoes for fresh consumption,0
2013,Malta,Tomatoes for processing,0
2013,Malta,Tomatoes - under glass or high accessible cover,0
2013,Malta,Cucumbers,0
2013,Malta,Cucumbers - under glass or high accessible cover,0
2013,Malta,Gherkins,0
2013,Malta,Eggplants,0
2013,Malta,Courgettes and marrows,0
2013,Malta,Gourds and pumpkins,0
2013,Malta,Muskmelons,0
2013,Malta,Watermelons,0
2013,Malta,Peppers (capsicum),0
2013,Malta,Peppers (capsicum) - under glass or high accessible cover,0
2013,Malta,Other vegetables cultivated for fruit n.e.c.,0
2013,Malta,"Root, tuber and bulb vegetables",0
2013,Malta,Carrots,0
2013,Malta,Onions,0
2013,Malta,Shallots,0
2013,Malta,Beetroot,0
2013,Malta,Celeriac,0
2013,Malta,Radishes,0
2013,Malta,Garlic,0
2013,Malta,"Other root, tuber and bulb vegetables n.e.c.",0
2013,Malta,Fresh pulses,0
2013,Malta,Fresh peas,0
2013,Malta,Fresh beans,0
2013,Malta,Other fresh pulses n.e.c.,0
2013,Malta,Other fresh vegetables n.e.c.,0
2013,Malta,Strawberries,0
2013,Malta,Strawberries - under glass or high accesible cover,0
2013,Malta,Flowers and ornamental plants (excluding nurseries),0
2013,Malta,Seeds and seedlings,0
2013,Malta,Other arable land crops n.e.c.,0
2013,Malta,Fallow land,0
2013,Malta,Permanent grassland,0
2013,Malta,Permanent crops,0
2013,Malta,Permanent crops for human consumption including those from kitchen gardens,0
2013,Malta,Permanent crops for human consumption,0
2013,Malta,"Fruits, berries and nuts (excluding citrus fruits, grapes and strawberries)",0
2013,Malta,Pome fruits,0
2013,Malta,Apples,0
2013,Malta,Apples for fresh consumption,0
2013,Malta,Apples for processing,0
2013,Malta,Pears,0
2013,Malta,Pears for fresh consumption,0
2013,Malta,Pears for processing,0
2013,Malta,Other pome fruits n.e.c.,0
2013,Malta,Stone fruits,0
2013,Malta,Peaches and nectarines,0
2013,Malta,Peaches,0
2013,Malta,Nectarines,0
2013,Malta,Peaches and nectarines for processing,0
2013,Malta,Apricots,0
2013,Malta,Cherries,0
2013,Malta,Sour cherries,0
2013,Malta,Sweet cherries,0
2013,Malta,Plums,0
2013,Malta,Other stone fruits n.e.c,0
2013,Malta,Fruits from subtropical and tropical climate zones,0
2013,Malta,Figs,0
2013,Malta,Kiwis,0
2013,Malta,Avocados,0
2013,Malta,Bananas,0
2013,Malta,Other fruits from subtropical and tropical climate zones n.e.c.,0
2013,Malta,Berries (excluding strawberries),0
2013,Malta,Currants,0
2013,Malta,Blackcurrants,0
2013,Malta,Redcurrants,0
2013,Malta,Raspberries,0
2013,Malta,Blueberries,0
2013,Malta,Other berries n.e.c.,0
2013,Malta,Gooseberries,0
2013,Malta,Nuts,0
2013,Malta,Walnuts,0
2013,Malta,Hazelnuts,0
2013,Malta,Almonds,0
2013,Malta,Chestnuts,0
2013,Malta,Other nuts n.e.c.,0
2013,Malta,Citrus fruits,0
2013,Malta,Oranges,0
2013,Malta,Navel oranges,0
2013,Malta,White oranges (blancas),0
2013,Malta,Blood oranges (sanguines),0
2013,Malta,Others oranges n.e.c,0
2013,Malta,Small citrus fruits,0
2013,Malta,Satsumas,0
2013,Malta,Clementines,0
2013,Malta,Other small citrus fruits (including hybrids) n.e.c.,0
2013,Malta,Lemons and acid limes,0
2013,Malta,Yellow lemons,0
2013,Malta,Acid limes,0
2013,Malta,Pomelos and grapefruit,0
2013,Malta,Other citrus fruits n.e.c.,0
2013,Malta,Grapes,0
2013,Malta,Grapes for wines,0.64
2013,Malta,Grapes for wines with protected designation of origin (PDO),0.55
2013,Malta,Grapes for wines with protected geographical indication (PGI),0.09
2013,Malta,Grapes for other wines n.e.c. (without PDO/PGI),0
2013,Malta,Grapes for table use,0.05
2013,Malta,Grapes for raisins,0
2013,Malta,Grapes for other purposes n.e.c.,0
2013,Malta,Olives,0
2013,Malta,Olives for table use,0
2013,Malta,Olives for oil,0
2013,Malta,Other permanent crops for human consumption n.e.c.,0
2013,Malta,Nurseries,0
2013,Malta,Other permanent crops,0
2013,Malta,Kitchen gardens,0
2013,Malta,Cultivated mushrooms,0
2013,Malta,Champignons,0
2013,Malta,Other cultivated mushrooms n.e.c.,0
2013,Netherlands,Utilised Agricultural Area,0
2013,Netherlands,Arable land,0
2013,Netherlands,Cereals for the production of grain (including seed),210
2013,Netherlands,Cereals (excluding rice) for the production of grain (including seed),210
2013,Netherlands,Wheat and spelt,153
2013,Netherlands,Common wheat and spelt,153
2013,Netherlands,Common winter wheat and spelt,125
2013,Netherlands,Common spring wheat and spelt,28
2013,Netherlands,Durum wheat,0
2013,Netherlands,Rye and winter cereal mixtures (maslin),2
2013,Netherlands,Rye,0
2013,Netherlands,Winter cereal mixtures (maslin),0
2013,Netherlands,Barley,30
2013,Netherlands,Winter barley,4
2013,Netherlands,Spring barley,26
2013,Netherlands,Oats and spring cereal mixtures (mixed grain other than maslin),2
2013,Netherlands,Oats,2
2013,Netherlands,Spring cereal mixtures (mixed grain other than maslin),0
2013,Netherlands,Grain maize and corn-cob-mix,21
2013,Netherlands,Triticale,2
2013,Netherlands,Sorghum,0
2013,Netherlands,"Other cereals n.e.c. (buckwheat, millet, canary seed, etc.)",0
2013,Netherlands,Rice,0
2013,Netherlands,Rice Indica,0
2013,Netherlands,Rice Japonica,0
2013,Netherlands,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),3
2013,Netherlands,Field peas,0
2013,Netherlands,Broad and field beans,0
2013,Netherlands,Sweet lupins,0
2013,Netherlands,Other dry pulses and protein crops n.e.c.,2
2013,Netherlands,Root crops,229
2013,Netherlands,Potatoes (including seed potatoes),156
2013,Netherlands,Sugar beet (excluding seed),73
2013,Netherlands,Other root crops n.e.c.,0
2013,Netherlands,Industrial crops,12
2013,Netherlands,Oilseeds,3
2013,Netherlands,"Rape, turnip rape, sunflower seeds and soya",3
2013,Netherlands,Rape and turnip rape seeds,3
2013,Netherlands,Winter rape and turnip rape seeds,3
2013,Netherlands,Spring rape and turnip rape seeds,0
2013,Netherlands,Sunflower seed,0
2013,Netherlands,Soya,0
2013,Netherlands,Linseed (oilflax),0
2013,Netherlands,Cotton seed,0
2013,Netherlands,Other oilseed crops n.e.c.,0
2013,Netherlands,Fibre crops,0
2013,Netherlands,Fibre flax,2
2013,Netherlands,Hemp,1
2013,Netherlands,Cotton fibre,0
2013,Netherlands,Other fibre crops n.e.c.,0
2013,Netherlands,Tobacco,0
2013,Netherlands,Hops,0
2013,Netherlands,"Aromatic, medicinal and culinary plants",0
2013,Netherlands,Energy crops n.e.c.,0
2013,Netherlands,Other industrial crops n.e.c.,0
2013,Netherlands,Plants harvested green from arable land,446
2013,Netherlands,Temporary grasses and grazings,210
2013,Netherlands,Leguminous plants harvested green,5
2013,Netherlands,Lucerne,0
2013,Netherlands,Other leguminous plants harvested green n.e.c.,0
2013,Netherlands,Clover and mixtures,0
2013,Netherlands,Green maize,230
2013,Netherlands,Other cereals harvested green (excluding green maize),0
2013,Netherlands,Other plants harvested green from arable land n.e.c.,0
2013,Netherlands,Fresh vegetables (including melons) and strawberries,75.64
2013,Netherlands,Fresh vegetables (including melons),73.87
2013,Netherlands,Brassicas,9.7
2013,Netherlands,Cauliflower and broccoli,4.15
2013,Netherlands,Brussels sprouts,2.71
2013,Netherlands,Cabbages,1.67
2013,Netherlands,Other brassicas n.e.c,1.51
2013,Netherlands,Kohlrabi,0.01
2013,Netherlands,Leafy and stalked vegetables (excluding brassicas),13.86
2013,Netherlands,Leeks,2.8
2013,Netherlands,Celery,0.13
2013,Netherlands,Lettuces,3.43
2013,Netherlands,Lettuces - under glass or high accessible cover,0.38
2013,Netherlands,Endives,0.57
2013,Netherlands,Spinach,1.8
2013,Netherlands,Asparagus,2.59
2013,Netherlands,Chicory,3.35
2013,Netherlands,Chicory for fresh consumption,3.35
2013,Netherlands,Chicory for processing,0
2013,Netherlands,Artichokes,0
2013,Netherlands,Other leafy or stalked vegetables n.e.c.,0.56
2013,Netherlands,Vegetables cultivated for fruit (including melons),4.27
2013,Netherlands,Tomatoes,1.77
2013,Netherlands,Tomatoes for fresh consumption,1.77
2013,Netherlands,Tomatoes for processing,0
2013,Netherlands,Tomatoes - under glass or high accessible cover,1.77
2013,Netherlands,Cucumbers,0.62
2013,Netherlands,Cucumbers - under glass or high accessible cover,0.62
2013,Netherlands,Gherkins,0
2013,Netherlands,Eggplants,0.1
2013,Netherlands,Courgettes and marrows,0.25
2013,Netherlands,Gourds and pumpkins,0
2013,Netherlands,Muskmelons,0
2013,Netherlands,Watermelons,0
2013,Netherlands,Peppers (capsicum),1.24
2013,Netherlands,Peppers (capsicum) - under glass or high accessible cover,1.24
2013,Netherlands,Other vegetables cultivated for fruit n.e.c.,0
2013,Netherlands,"Root, tuber and bulb vegetables",40.87
2013,Netherlands,Carrots,9.24
2013,Netherlands,Onions,28.62
2013,Netherlands,Shallots,0
2013,Netherlands,Beetroot,0.55
2013,Netherlands,Celeriac,1.53
2013,Netherlands,Radishes,0.11
2013,Netherlands,Garlic,0
2013,Netherlands,"Other root, tuber and bulb vegetables n.e.c.",1.16
2013,Netherlands,Fresh pulses,8.09
2013,Netherlands,Fresh peas,3.9
2013,Netherlands,Fresh beans,4.19
2013,Netherlands,Other fresh pulses n.e.c.,1.57
2013,Netherlands,Other fresh vegetables n.e.c.,3.38
2013,Netherlands,Strawberries,1.77
2013,Netherlands,Strawberries - under glass or high accesible cover,0.34
2013,Netherlands,Flowers and ornamental plants (excluding nurseries),0
2013,Netherlands,Seeds and seedlings,0
2013,Netherlands,Other arable land crops n.e.c.,0
2013,Netherlands,Fallow land,0
2013,Netherlands,Permanent grassland,0
2013,Netherlands,Permanent crops,0
2013,Netherlands,Permanent crops for human consumption including those from kitchen gardens,0
2013,Netherlands,Permanent crops for human consumption,17.17
2013,Netherlands,"Fruits, berries and nuts (excluding citrus fruits, grapes and strawberries)",0
2013,Netherlands,Pome fruits,0
2013,Netherlands,Apples,7.91
2013,Netherlands,Apples for fresh consumption,7.91
2013,Netherlands,Apples for processing,0
2013,Netherlands,Pears,8.51
2013,Netherlands,Pears for fresh consumption,8.51
2013,Netherlands,Pears for processing,0
2013,Netherlands,Other pome fruits n.e.c.,0
2013,Netherlands,Stone fruits,0.99
2013,Netherlands,Peaches and nectarines,0
2013,Netherlands,Peaches,0
2013,Netherlands,Nectarines,0
2013,Netherlands,Peaches and nectarines for processing,0
2013,Netherlands,Apricots,0
2013,Netherlands,Cherries,0.73
2013,Netherlands,Sour cherries,0
2013,Netherlands,Sweet cherries,0
2013,Netherlands,Plums,0
2013,Netherlands,Other stone fruits n.e.c,0
2013,Netherlands,Fruits from subtropical and tropical climate zones,0
2013,Netherlands,Figs,0
2013,Netherlands,Kiwis,0
2013,Netherlands,Avocados,0
2013,Netherlands,Bananas,0
2013,Netherlands,Other fruits from subtropical and tropical climate zones n.e.c.,0
2013,Netherlands,Berries (excluding strawberries),1.49
2013,Netherlands,Currants,0.82
2013,Netherlands,Blackcurrants,0
2013,Netherlands,Redcurrants,0.38
2013,Netherlands,Raspberries,0
2013,Netherlands,Blueberries,0
2013,Netherlands,Other berries n.e.c.,0.67
2013,Netherlands,Gooseberries,0
2013,Netherlands,Nuts,0.06
2013,Netherlands,Walnuts,0
2013,Netherlands,Hazelnuts,0
2013,Netherlands,Almonds,0
2013,Netherlands,Chestnuts,0
2013,Netherlands,Other nuts n.e.c.,0
2013,Netherlands,Citrus fruits,0
2013,Netherlands,Oranges,0
2013,Netherlands,Navel oranges,0
2013,Netherlands,White oranges (blancas),0
2013,Netherlands,Blood oranges (sanguines),0
2013,Netherlands,Others oranges n.e.c,0
2013,Netherlands,Small citrus fruits,0
2013,Netherlands,Satsumas,0
2013,Netherlands,Clementines,0
2013,Netherlands,Other small citrus fruits (including hybrids) n.e.c.,0
2013,Netherlands,Lemons and acid limes,0
2013,Netherlands,Yellow lemons,0
2013,Netherlands,Acid limes,0
2013,Netherlands,Pomelos and grapefruit,0
2013,Netherlands,Other citrus fruits n.e.c.,0
2013,Netherlands,Grapes,0
2013,Netherlands,Grapes for wines,0
2013,Netherlands,Grapes for wines with protected designation of origin (PDO),0
2013,Netherlands,Grapes for wines with protected geographical indication (PGI),0
2013,Netherlands,Grapes for other wines n.e.c. (without PDO/PGI),0
2013,Netherlands,Grapes for table use,0
2013,Netherlands,Grapes for raisins,0
2013,Netherlands,Grapes for other purposes n.e.c.,0
2013,Netherlands,Olives,0
2013,Netherlands,Olives for table use,0
2013,Netherlands,Olives for oil,0
2013,Netherlands,Other permanent crops for human consumption n.e.c.,0
2013,Netherlands,Nurseries,0
2013,Netherlands,Other permanent crops,0
2013,Netherlands,Kitchen gardens,0
2013,Netherlands,Cultivated mushrooms,0.07
2013,Netherlands,Champignons,0
2013,Netherlands,Other cultivated mushrooms n.e.c.,0
2013,Austria,Utilised Agricultural Area,0
2013,Austria,Arable land,0
2013,Austria,Cereals for the production of grain (including seed),784
2013,Austria,Cereals (excluding rice) for the production of grain (including seed),784
2013,Austria,Wheat and spelt,297.29
2013,Austria,Common wheat and spelt,284.94
2013,Austria,Common winter wheat and spelt,281.39
2013,Austria,Common spring wheat and spelt,3.55
2013,Austria,Durum wheat,12.35
2013,Austria,Rye and winter cereal mixtures (maslin),59.4
2013,Austria,Rye,0
2013,Austria,Winter cereal mixtures (maslin),0
2013,Austria,Barley,142.57
2013,Austria,Winter barley,78.52
2013,Austria,Spring barley,64.06
2013,Austria,Oats and spring cereal mixtures (mixed grain other than maslin),27.1
2013,Austria,Oats,23.17
2013,Austria,Spring cereal mixtures (mixed grain other than maslin),3.94
2013,Austria,Grain maize and corn-cob-mix,201.92
2013,Austria,Triticale,45
2013,Austria,Sorghum,1.94
2013,Austria,"Other cereals n.e.c. (buckwheat, millet, canary seed, etc.)",8.79
2013,Austria,Rice,0
2013,Austria,Rice Indica,0
2013,Austria,Rice Japonica,0
2013,Austria,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),17.81
2013,Austria,Field peas,7.25
2013,Austria,Broad and field beans,6.19
2013,Austria,Sweet lupins,0.09
2013,Austria,Other dry pulses and protein crops n.e.c.,4.27
2013,Austria,Root crops,72.15
2013,Austria,Potatoes (including seed potatoes),21.13
2013,Austria,Sugar beet (excluding seed),50.85
2013,Austria,Other root crops n.e.c.,0.17
2013,Austria,Industrial crops,149.5
2013,Austria,Oilseeds,122.84
2013,Austria,"Rape, turnip rape, sunflower seeds and soya",122.39
2013,Austria,Rape and turnip rape seeds,58.56
2013,Austria,Winter rape and turnip rape seeds,58.4
2013,Austria,Spring rape and turnip rape seeds,0
2013,Austria,Sunflower seed,21.81
2013,Austria,Soya,42.03
2013,Austria,Linseed (oilflax),0.6
2013,Austria,Cotton seed,0
2013,Austria,Other oilseed crops n.e.c.,0
2013,Austria,Fibre crops,0
2013,Austria,Fibre flax,0
2013,Austria,Hemp,0.57
2013,Austria,Cotton fibre,0
2013,Austria,Other fibre crops n.e.c.,0
2013,Austria,Tobacco,0
2013,Austria,Hops,0.24
2013,Austria,"Aromatic, medicinal and culinary plants",2.88
2013,Austria,Energy crops n.e.c.,1.18
2013,Austria,Other industrial crops n.e.c.,0
2013,Austria,Plants harvested green from arable land,272.77
2013,Austria,Temporary grasses and grazings,60.09
2013,Austria,Leguminous plants harvested green,84.54
2013,Austria,Lucerne,0
2013,Austria,Other leguminous plants harvested green n.e.c.,0
2013,Austria,Clover and mixtures,0
2013,Austria,Green maize,110.82
2013,Austria,Other cereals harvested green (excluding green maize),1.87
2013,Austria,Other plants harvested green from arable land n.e.c.,0
2013,Austria,Fresh vegetables (including melons) and strawberries,18.2
2013,Austria,Fresh vegetables (including melons),16.92
2013,Austria,Brassicas,1.77
2013,Austria,Cauliflower and broccoli,0.21
2013,Austria,Brussels sprouts,0.03
2013,Austria,Cabbages,0.75
2013,Austria,Other brassicas n.e.c,0.78
2013,Austria,Kohlrabi,0.1
2013,Austria,Leafy and stalked vegetables (excluding brassicas),3.15
2013,Austria,Leeks,0.14
2013,Austria,Celery,0
2013,Austria,Lettuces,1.41
2013,Austria,Lettuces - under glass or high accessible cover,0.09
2013,Austria,Endives,0.11
2013,Austria,Spinach,0.53
2013,Austria,Asparagus,0.61
2013,Austria,Chicory,0.04
2013,Austria,Chicory for fresh consumption,0.04
2013,Austria,Chicory for processing,0
2013,Austria,Artichokes,0
2013,Austria,Other leafy or stalked vegetables n.e.c.,0.32
2013,Austria,Vegetables cultivated for fruit (including melons),1.99
2013,Austria,Tomatoes,0.18
2013,Austria,Tomatoes for fresh consumption,0.18
2013,Austria,Tomatoes for processing,0
2013,Austria,Tomatoes - under glass or high accessible cover,0.18
2013,Austria,Cucumbers,0.21
2013,Austria,Cucumbers - under glass or high accessible cover,0.14
2013,Austria,Gherkins,0.16
2013,Austria,Eggplants,0.01
2013,Austria,Courgettes and marrows,0.12
2013,Austria,Gourds and pumpkins,0.55
2013,Austria,Muskmelons,0.02
2013,Austria,Watermelons,0
2013,Austria,Peppers (capsicum),0.17
2013,Austria,Peppers (capsicum) - under glass or high accessible cover,0.13
2013,Austria,Other vegetables cultivated for fruit n.e.c.,0.7
2013,Austria,"Root, tuber and bulb vegetables",6.1
2013,Austria,Carrots,1.69
2013,Austria,Onions,3.04
2013,Austria,Shallots,0
2013,Austria,Beetroot,0.15
2013,Austria,Celeriac,0.33
2013,Austria,Radishes,0.3
2013,Austria,Garlic,0.13
2013,Austria,"Other root, tuber and bulb vegetables n.e.c.",0.48
2013,Austria,Fresh pulses,2.62
2013,Austria,Fresh peas,1.73
2013,Austria,Fresh beans,0.43
2013,Austria,Other fresh pulses n.e.c.,0.46
2013,Austria,Other fresh vegetables n.e.c.,0
2013,Austria,Strawberries,1.29
2013,Austria,Strawberries - under glass or high accesible cover,0
2013,Austria,Flowers and ornamental plants (excluding nurseries),0
2013,Austria,Seeds and seedlings,0
2013,Austria,Other arable land crops n.e.c.,0
2013,Austria,Fallow land,0
2013,Austria,Permanent grassland,0
2013,Austria,Permanent crops,0
2013,Austria,Permanent crops for human consumption including those from kitchen gardens,0
2013,Austria,Permanent crops for human consumption,53.19
2013,Austria,"Fruits, berries and nuts (excluding citrus fruits, grapes and strawberries)",9.03
2013,Austria,Pome fruits,0
2013,Austria,Apples,6.97
2013,Austria,Apples for fresh consumption,6.97
2013,Austria,Apples for processing,0
2013,Austria,Pears,0.48
2013,Austria,Pears for fresh consumption,0.48
2013,Austria,Pears for processing,0
2013,Austria,Other pome fruits n.e.c.,0
2013,Austria,Stone fruits,1.44
2013,Austria,Peaches and nectarines,0
2013,Austria,Peaches,0.18
2013,Austria,Nectarines,0
2013,Austria,Peaches and nectarines for processing,0
2013,Austria,Apricots,0.77
